bodyPart,equipment,gifUrl,id,name,target,secondaryMuscles,instructions
back,cable,https://v2.exercisedb.io/image/iWEzYf1tyZklqu,0237,cable straight arm pulldown (with rope),lats,"['biceps', 'forearms']","['Attach a rope to the cable machine at the highest setting.', 'Stand facing the machine with your feet shoulder-width apart.', 'Grasp the rope with both hands, palms facing down.', 'Extend your arms fully in front of you, keeping your elbows slightly bent.', 'Engage your lats and slowly pull the rope down towards your thighs, keeping your arms straight.', 'Pause for a moment at the bottom, then slowly release the tension and return to the starting position.', 'Repeat for the desired number of repetitions.']"
back,cable,https://v2.exercisedb.io/image/Cxr4nKx47sfOD4,0238,cable straight arm pulldown,lats,"['shoulders', 'biceps']","['Attach a straight bar to the high pulley of a cable machine.', 'Stand facing the machine with your feet shoulder-width apart.', 'Grasp the bar with an overhand grip, keeping your arms straight and your palms facing down.', 'Engage your lats and pull the bar down towards your thighs, keeping your arms straight throughout the movement.', 'Pause for a moment at the bottom, then slowly return the bar to the starting position.', 'Repeat for the desired number of repetitions.']"
back,cable,https://v2.exercisedb.io/image/1HZQt2cOJZC5zo,0239,cable straight back seated row,upper back,"['biceps', 'forearms', 'shoulders']","['Sit on the cable row machine with your feet flat on the footrests and your knees slightly bent.', 'Grasp the cable handles with an overhand grip, palms facing down.', 'Keep your back straight and lean slightly forward from the hips.', 'Pull the cable handles towards your body, squeezing your shoulder blades together.', 'Pause for a moment at the peak of the movement, then slowly release the handles back to the starting position.', 'Repeat for the desired number of repetitions.']"
shoulders,cable,https://v2.exercisedb.io/image/QN53EyqLid1W64,0240,cable supine reverse fly,delts,"['trapezius', 'rhomboids']","['Attach a D-handle to a low pulley cable machine and lie face down on a flat bench.', 'Grasp the D-handle with each hand, palms facing down, and extend your arms straight out in front of you.', 'Keeping your arms straight, raise them out to the sides until they are parallel to the floor.', 'Pause for a moment at the top, then slowly lower your arms back down to the starting position.', 'Repeat for the desired number of repetitions.']"
upper arms,cable,https://v2.exercisedb.io/image/auXd2zJHPZPQBs,0241,cable triceps pushdown (v-bar),triceps,['forearms'],"['Attach a v-bar attachment to the cable machine at the highest setting.', 'Stand facing the cable machine with your feet shoulder-width apart.', 'Grasp the v-bar with an overhand grip, palms facing down, and your hands shoulder-width apart.', 'Keep your elbows close to your sides and your upper arms stationary throughout the exercise.', 'Engage your triceps and exhale as you push the v-bar down until your arms are fully extended.', 'Pause for a moment at the bottom of the movement, squeezing your triceps.', 'Inhale as you slowly return the v-bar to the starting position, maintaining control.', 'Repeat for the desired number of repetitions.']"
waist,cable,https://v2.exercisedb.io/image/4cdaKS9thBS2Ps,0242,cable tuck reverse crunch,abs,['hip flexors'],"['Attach a cable to a low pulley and lie down on a mat facing up.', 'Hold the cable with both hands and extend your arms straight up above your chest.', 'Bend your knees and lift your legs up, bringing your knees towards your chest.', 'At the same time, curl your pelvis up towards your chest, lifting your hips off the ground.', 'Pause for a moment at the top, then slowly lower your legs and hips back down to the starting position.', 'Repeat for the desired number of repetitions.']"
waist,cable,https://v2.exercisedb.io/image/2V9hGdhYNBjqDB,0243,cable twist,abs,['obliques'],"['Stand with your feet shoulder-width apart, facing the cable machine.', 'Hold the cable handle with both hands in front of your chest, keeping your arms slightly bent.', 'Engage your core and twist your torso to the right, pulling the cable across your body.', 'Pause for a moment at the end of the movement, feeling the contraction in your abs and obliques.', ""Slowly return to the starting position, resisting the cable's pull."", 'Repeat the movement to the left side.', 'Continue alternating sides for the desired number of repetitions.']"
back,cable,https://v2.exercisedb.io/image/NVnhrIwbzCqSxe,0244,cable twisting pull,lats,"['shoulders', 'biceps']","['Attach a cable handle to a low pulley and stand facing the machine.', 'Grasp the handle with your left hand and step away from the machine, extending your arm fully.', 'Position your feet shoulder-width apart, with your knees slightly bent.', 'Keep your back straight and your core engaged throughout the exercise.', 'Pull the handle towards your body, rotating your torso to the right as you do so.', 'Squeeze your back muscles at the end of the movement.', 'Slowly return to the starting position, keeping tension on the cable.', 'Repeat for the desired number of repetitions, then switch sides and perform with your right hand.']"
back,cable,https://v2.exercisedb.io/image/qSa05xDUxkWXIq,0245,cable underhand pulldown,lats,"['biceps', 'forearms']","['Adjust the cable machine so that the pulldown bar is at a height above your head.', 'Sit down on the seat and grab the pulldown bar with an underhand grip, hands slightly wider than shoulder-width apart.', 'Keep your back straight and lean back slightly.', 'Pull the bar down towards your chest, squeezing your shoulder blades together.', 'Pause for a moment at the bottom of the movement, then slowly release the bar back up to the starting position.', 'Repeat for the desired number of repetitions.']"
shoulders,cable,https://v2.exercisedb.io/image/4bMReGfJuCRJo4,0246,cable upright row,delts,"['traps', 'biceps']","['Stand with your feet shoulder-width apart, knees slightly bent, and hold the cable attachment with an overhand grip.', 'Keep your back straight and your core engaged throughout the exercise.', 'Pull the cable attachment straight up towards your chin, leading with your elbows.', 'Pause for a moment at the top, squeezing your shoulder blades together.', 'Slowly lower the cable attachment back down to the starting position.', 'Repeat for the desired number of repetitions.']"
lower arms,cable,https://v2.exercisedb.io/image/YPWbsq91y-sKTJ,0247,cable wrist curl,forearms,"['biceps', 'brachialis']","['Attach a straight bar to a low pulley cable machine.', 'Stand facing the machine with your feet shoulder-width apart.', 'Grasp the bar with an underhand grip, palms facing up, and your hands shoulder-width apart.', 'Rest your forearms on a bench or pad, with your wrists hanging off the edge.', 'Keeping your forearms stationary, exhale and curl your wrists upward as far as possible.', 'Pause for a moment at the top, then inhale and slowly lower the bar back to the starting position.', 'Repeat for the desired number of repetitions.']"
back,barbell,https://v2.exercisedb.io/image/S7ytTotdPvP0a3,0248,cambered bar lying row,upper back,"['biceps', 'forearms']","['Set up a barbell on the floor and lie face down on a bench with your chest just off the edge.', 'Reach down and grab the barbell with an overhand grip, slightly wider than shoulder-width apart.', 'With your legs straight and feet on the ground, lift the barbell off the floor by extending your arms.', 'Pull the barbell towards your chest, squeezing your shoulder blades together.', 'Lower the barbell back down to the starting position and repeat for the desired number of repetitions.']"
chest,body weight,https://v2.exercisedb.io/image/hILvM9mLWvCzG3,0251,chest dip,pectorals,"['triceps', 'shoulders']","['Position yourself on parallel bars with your arms fully extended and your body straight.', 'Lower your body by bending your elbows until your shoulders are below your elbows.', 'Push yourself back up to the starting position by straightening your arms.', 'Repeat for the desired number of repetitions.']"
back,body weight,https://v2.exercisedb.io/image/nlp0WDsNApfIGE,0253,chin-ups (narrow parallel grip),upper back,"['biceps', 'forearms']","['Hang from a pull-up bar with a narrow parallel grip, palms facing towards you.', 'Engage your back muscles and pull your body up towards the bar, keeping your elbows close to your body.', 'Continue pulling until your chin is above the bar.', 'Pause for a moment at the top, then slowly lower your body back down to the starting position.', 'Repeat for the desired number of repetitions.']"
lower legs,body weight,https://v2.exercisedb.io/image/SZ6iLDGFqbdxUP,0257,circles knee stretch,calves,"['hamstrings', 'quadriceps']","['Stand with your feet shoulder-width apart and your hands on your hips.', 'Bend your knees slightly and lift your heels off the ground, balancing on the balls of your feet.', 'Keeping your knees bent, rotate your knees in a circular motion, first clockwise and then counterclockwise.', 'Perform the movement for the desired number of repetitions.']"
chest,body weight,https://v2.exercisedb.io/image/v8LU7a3fywed4f,0258,clock push-up,pectorals,"['triceps', 'shoulders', 'core']","['Start in a high plank position with your hands directly under your shoulders and your body in a straight line.', 'Lower your body towards the ground by bending your elbows, keeping them close to your sides.', 'As you lower, rotate your body to the left, extending your left arm straight out to the side.', 'Push back up to the starting position, while rotating your body to the center.', 'Repeat the push-up, this time rotating your body to the right and extending your right arm out to the side.', 'Continue alternating sides with each repetition.']"
upper arms,body weight,https://v2.exercisedb.io/image/P8f-T-xtIFte8H,0259,close-grip push-up,triceps,"['chest', 'shoulders']","['Start in a high plank position with your hands placed close together, directly under your shoulders.', 'Engage your core and lower your body towards the ground, keeping your elbows close to your sides.', 'Push through your palms to extend your arms and return to the starting position.', 'Repeat for the desired number of repetitions.']"
waist,body weight,https://v2.exercisedb.io/image/jitMCqZsvZBVYm,0260,cocoons,abs,"['hip flexors', 'lower back']","['Lie flat on your back with your knees bent and feet flat on the ground.', 'Place your hands behind your head with your elbows pointing outwards.', 'Engaging your abs, slowly lift your upper body off the ground, curling forward until your torso is at a 45-degree angle.', 'Pause for a moment at the top, then slowly lower your upper body back down to the starting position.', 'Repeat for the desired number of repetitions.']"
waist,body weight,https://v2.exercisedb.io/image/DGk9aNwss2xxi3,0262,cross body crunch,abs,['obliques'],"['Lie flat on your back with your knees bent and feet flat on the ground.', 'Place your hands behind your head with your elbows pointing outwards.', 'Engaging your abs, lift your upper body off the ground and twist to bring your right elbow towards your left knee.', 'Pause for a moment at the top, then slowly lower your upper body back down to the starting position.', 'Repeat on the other side, bringing your left elbow towards your right knee.', 'Repeat for the desired number of repetitions.']"
waist,body weight,https://v2.exercisedb.io/image/ro1dgZiEsWMrZ7,0267,crunch (hands overhead),abs,['hip flexors'],"['Lie flat on your back with your knees bent and feet flat on the ground.', 'Extend your arms straight above your head.', 'Engaging your abs, lift your upper body off the ground, curling forward towards your knees.', 'Pause for a moment at the top, then slowly lower your upper body back down to the starting position.', 'Repeat for the desired number of repetitions.']"
waist,stability ball,https://v2.exercisedb.io/image/TtSQ8VQf1kt7Hi,0271,crunch (on stability ball),abs,['hip flexors'],"['Sit on the stability ball with your feet flat on the ground and your knees bent at a 90-degree angle.', 'Lie back on the ball until your lower back is supported and your upper body is parallel to the floor.', 'Place your hands behind your head or across your chest.', 'Engage your abs and lift your upper body towards your knees, curling your torso forward.', 'Pause for a moment at the top of the movement, then slowly lower your upper body back down to the starting position.', 'Repeat for the desired number of repetitions.']"
waist,stability ball,https://v2.exercisedb.io/image/XhN69H2M5O50DE,0272,"crunch (on stability ball, arms straight)",abs,['hip flexors'],"['Sit on the stability ball with your feet flat on the ground and your knees bent at a 90-degree angle.', 'Lie back on the ball until your lower back is supported and your upper body is parallel to the floor.', 'Place your hands behind your head or cross them over your chest.', 'Engage your abs and lift your upper body off the ball, curling your shoulders towards your hips.', 'Pause for a moment at the top, then slowly lower your upper body back down to the starting position.', 'Repeat for the desired number of repetitions.']"
waist,body weight,https://v2.exercisedb.io/image/GZbf1yiQd9Vdko,0274,crunch floor,abs,['hip flexors'],"['Lie flat on your back with your knees bent and feet flat on the ground.', 'Place your hands behind your head with your elbows pointing outwards.', 'Engage your abs and lift your shoulders off the ground, curling forward towards your knees.', 'Pause for a moment at the top, then slowly lower your shoulders back down to the starting position.', 'Repeat for the desired number of repetitions.']"
waist,body weight,https://v2.exercisedb.io/image/3XmHjri4EtWh8r,0276,dead bug,abs,"['hip flexors', 'lower back']","['Lie flat on your back with your arms extended towards the ceiling.', 'Bend your knees and lift your legs off the ground, creating a 90-degree angle at your hips and knees.', 'Engage your core and lower back to press your lower back into the ground.', 'Slowly lower your right arm and left leg towards the ground, keeping them straight and hovering just above the floor.', 'Pause for a moment, then return to the starting position.', 'Repeat the movement with your left arm and right leg.', 'Continue alternating sides for the desired number of repetitions.']"
waist,body weight,https://v2.exercisedb.io/image/pW1ThPBsNi4OLN,0277,decline crunch,abs,['hip flexors'],"['Lie on a decline bench with your feet secured and your knees bent at a 90-degree angle.', 'Place your hands behind your head or across your chest.', 'Engage your abs and lift your upper body towards your knees, curling your torso.', 'Pause for a moment at the top, then slowly lower your upper body back down to the starting position.', 'Repeat for the desired number of repetitions.']"
chest,body weight,https://v2.exercisedb.io/image/QDUZt5avJrrJD5,0279,decline push-up,pectorals,"['triceps', 'shoulders']","['Place your hands on the ground slightly wider than shoulder-width apart, with your feet elevated on a stable surface.', 'Keep your body in a straight line from head to toe, engaging your core muscles.', 'Lower your chest towards the ground by bending your elbows, keeping them close to your body.', 'Push through your palms to extend your arms and return to the starting position.', 'Repeat for the desired number of repetitions.']"
waist,body weight,https://v2.exercisedb.io/image/i5JQuC0wzillt3,0282,decline sit-up,abs,"['hip flexors', 'lower back']","['Lie on a decline bench with your feet secured and your knees bent.', 'Place your hands behind your head or across your chest.', 'Engage your abs and lift your upper body off the bench, curling forward towards your knees.', 'Pause for a moment at the top, then slowly lower your upper body back down to the starting position.', 'Repeat for the desired number of repetitions.']"
upper arms,body weight,https://v2.exercisedb.io/image/jRL1NgiZLr6FpZ,0283,diamond push-up,triceps,"['chest', 'shoulders']","['Start in a high plank position with your hands close together, forming a diamond shape with your thumbs and index fingers.', 'Keep your body in a straight line from head to toe, engaging your core and glutes.', 'Lower your chest towards the diamond shape formed by your hands, keeping your elbows close to your body.', 'Pause for a moment at the bottom, then push yourself back up to the starting position.', 'Repeat for the desired number of repetitions.']"
lower legs,body weight,https://v2.exercisedb.io/image/jFApC0Ym0Pa1Of,0284,donkey calf raise,calves,"['hamstrings', 'glutes']","['Stand with your toes on an elevated surface, such as a step or block.', 'Place your hands on a stable support, such as a wall or railing, for balance.', 'Raise your heels as high as possible, lifting your body weight onto the balls of your feet.', 'Pause for a moment at the top, then slowly lower your heels back down to the starting position.', 'Repeat for the desired number of repetitions.']"
upper arms,dumbbell,https://v2.exercisedb.io/image/K2eX0us9c8r34e,0285,dumbbell alternate biceps curl,biceps,['forearms'],"['Stand up straight with a dumbbell in each hand, palms facing forward and arms fully extended.', 'Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps.', 'Continue to raise the dumbbells until your biceps are fully contracted and the dumbbells are at shoulder level.', 'Hold the contracted position for a brief pause as you squeeze your biceps.', 'Inhale and slowly begin to lower the dumbbells back to the starting position.', 'Repeat for the desired number of repetitions, alternating arms.']"
shoulders,dumbbell,https://v2.exercisedb.io/image/QOTn06ohLi9lWx,0286,dumbbell alternate side press,delts,"['triceps', 'core']","['Stand with your feet shoulder-width apart, holding a dumbbell in each hand at shoulder height.', 'Press one dumbbell overhead while keeping the other dumbbell at shoulder height.', 'Lower the pressed dumbbell back to shoulder height while pressing the other dumbbell overhead.', 'Continue alternating sides for the desired number of repetitions.']"
shoulders,dumbbell,https://v2.exercisedb.io/image/gbrL7XuTxZ3WhK,0287,dumbbell arnold press v. 2,delts,"['triceps', 'upper chest']","['Sit on a bench with back support and hold a dumbbell in each hand at shoulder level, palms facing your body and elbows bent.', 'Press the dumbbells upward until your arms are fully extended and your palms are facing forward.', 'Rotate your wrists as you lift, so that your palms end up facing forward at the top of the movement.', 'Pause for a moment at the top, then slowly lower the dumbbells back to the starting position.', 'Repeat for the desired number of repetitions.']"
chest,dumbbell,https://v2.exercisedb.io/image/PlOQrnqcwjsOJp,0288,dumbbell around pullover,pectorals,"['triceps', 'latissimus dorsi']","['Lie flat on a bench with your head at one end and your feet firmly on the ground.', 'Hold a dumbbell with both hands and extend your arms straight above your chest.', 'Keeping your arms straight, slowly lower the dumbbell behind your head in an arc motion.', 'Pause for a moment at the bottom, then raise the dumbbell back to the starting position.', 'Repeat for the desired number of repetitions.']"
chest,dumbbell,https://v2.exercisedb.io/image/t0SpT0QYeaOYE5,0289,dumbbell bench press,pectorals,"['triceps', 'shoulders']","['Lie flat on a bench with your feet flat on the ground and your back pressed against the bench.', 'Hold a dumbbell in each hand, with your palms facing forward and your arms extended above your chest.', 'Lower the dumbbells slowly to the sides of your chest, keeping your elbows at a 90-degree angle.', 'Pause for a moment, then push the dumbbells back up to the starting position, fully extending your arms.', 'Repeat for the desired number of repetitions.']"
shoulders,dumbbell,https://v2.exercisedb.io/image/HvwiGadNxVPkZa,0290,dumbbell bench seated press,delts,"['triceps', 'chest']","['Sit on a bench with a dumbbell in each hand, resting on your thighs.', 'Lean back and position the dumbbells to the sides of your chest, palms facing forward.', 'Press the dumbbells upward until your arms are fully extended.', 'Pause for a moment at the top, then slowly lower the dumbbells back to the starting position.', 'Repeat for the desired number of repetitions.']"
upper legs,dumbbell,https://v2.exercisedb.io/image/muNqwzmOX1aSIG,0291,dumbbell bench squat,glutes,"['quadriceps', 'hamstrings', 'calves']","['Place a dumbbell on the ground in front of a bench.', 'Stand facing away from the bench with your feet shoulder-width apart.', 'Bend at the knees and hips to lower yourself down towards the bench, keeping your chest up and back straight.', 'Once your glutes touch the bench, push through your heels to stand back up to the starting position.', 'Repeat for the desired number of repetitions.']"
back,dumbbell,https://v2.exercisedb.io/image/hpJ1830GmzeEpp,0292,dumbbell one arm bent-over row,upper back,"['biceps', 'forearms']","['Stand with your feet shoulder-width apart, holding a dumbbell in one hand with your palm facing your body.', 'Bend your knees slightly and hinge forward at the hips, keeping your back straight and your core engaged.', 'Let the dumbbell hang straight down towards the floor, with your arm fully extended.', 'Pull the dumbbell up towards your chest, keeping your elbow close to your body and squeezing your shoulder blades together.', 'Pause for a moment at the top, then slowly lower the dumbbell back down to the starting position.', 'Repeat for the desired number of repetitions, then switch sides.']"
back,dumbbell,https://v2.exercisedb.io/image/SedIhKP7ubU1iL,0293,dumbbell bent over row,upper back,"['biceps', 'forearms']","['Stand with your feet shoulder-width apart, knees slightly bent, and hold a dumbbell in each hand with your palms facing your body.', 'Bend forward at the hips, keeping your back straight and your core engaged.', 'Let your arms hang straight down towards the floor, with your elbows slightly bent.', 'Pull the dumbbells up towards your chest, squeezing your shoulder blades together.', 'Pause for a moment at the top, then slowly lower the dumbbells back down to the starting position.', 'Repeat for the desired number of repetitions.']"
upper arms,dumbbell,https://v2.exercisedb.io/image/89pJvPMr3b4ft-,0294,dumbbell biceps curl,biceps,['forearms'],"['Stand up straight with a dumbbell in each hand, palms facing forward and arms fully extended.', 'Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps.', 'Continue to raise the weights until your biceps are fully contracted and the dumbbells are at shoulder level.', 'Hold the contracted position for a brief pause as you squeeze your biceps.', 'Inhale and slowly begin to lower the dumbbells back to the starting position.', 'Repeat for the desired number of repetitions.']"
upper legs,dumbbell,https://v2.exercisedb.io/image/xckOB8HeiT5ehM,0295,dumbbell clean,glutes,"['hamstrings', 'quadriceps', 'calves']","['Stand with your feet shoulder-width apart, holding a dumbbell in each hand with an overhand grip.', 'Bend your knees and lower your hips into a squat position, keeping your back straight and chest up.', 'Explosively extend your hips and knees, driving through your heels to jump off the ground.', 'As you jump, shrug your shoulders and pull the dumbbells up towards your shoulders, keeping them close to your body.', 'Catch the dumbbells at shoulder height, with your elbows pointing forward and your palms facing up.', 'Lower the dumbbells back down to the starting position by reversing the movement.', 'Repeat for the desired number of repetitions.']"
upper arms,dumbbell,https://v2.exercisedb.io/image/tDtPez3GoBySgP,0296,dumbbell close-grip press,triceps,"['chest', 'shoulders']","['Sit on a flat bench with a dumbbell in each hand, resting on your thighs.', 'Using your thighs to help raise the dumbbells, lift the dumbbells one at a time so that you can hold them in front of you at shoulder width.', 'Once at shoulder width, rotate your wrists forward so that the palms of your hands are facing away from you. This will be your starting position.', 'As you breathe in, slowly lower the dumbbells to your side until they are about level with your chest.', 'As you exhale, use your triceps to lift the dumbbells back to the starting position.', 'Repeat for the desired number of repetitions.']"
upper arms,dumbbell,https://v2.exercisedb.io/image/n6UYPBuO3bsYll,0297,dumbbell concentration curl,biceps,['forearms'],"['Sit on a bench with your legs spread apart and a dumbbell in one hand, resting your elbow on the inside of your thigh.', 'Fully extend your arm and hold the dumbbell with an underhand grip.', 'Keeping your upper arm stationary, exhale and curl the weight up towards your shoulder while contracting your biceps.', 'Continue to raise the dumbbell until your biceps are fully contracted and the dumbbell is at shoulder level.', 'Hold the contracted position for a brief pause as you squeeze your biceps.', 'Inhale and slowly lower the dumbbell back to the starting position.', 'Repeat for the desired number of repetitions, then switch arms.']"
upper arms,dumbbell,https://v2.exercisedb.io/image/-OKLqBcRPzEz-3,0298,dumbbell cross body hammer curl,biceps,['forearms'],"['Stand up straight with a dumbbell in each hand, palms facing your body.', 'Keep your elbows close to your torso and your upper arms stationary.', 'Exhale and curl the weights while contracting your biceps, bringing the dumbbells across your body towards your opposite shoulder.', 'Continue to raise the dumbbells until your biceps are fully contracted and the dumbbells are at shoulder level.', 'Hold the contracted position for a brief pause as you squeeze your biceps.', 'Inhale and slowly begin to lower the dumbbells back to the starting position.', 'Repeat for the desired number of repetitions.']"
shoulders,dumbbell,https://v2.exercisedb.io/image/pgd6GLdciLV4fY,0299,dumbbell cuban press,delts,"['triceps', 'upper back']","['Stand with your feet shoulder-width apart, holding a dumbbell in each hand at shoulder height with your palms facing down.', 'Keeping your core engaged and your elbows slightly bent, press the dumbbells up and overhead until your arms are fully extended.', 'Rotate your wrists so that your palms are facing forward.', 'Slowly lower the dumbbells back to the starting position, rotating your wrists back to the starting position as you do so.', 'Repeat for the desired number of repetitions.']"
upper legs,dumbbell,https://v2.exercisedb.io/image/jrvDYimJ9c4Ga0,0300,dumbbell deadlift,glutes,"['hamstrings', 'lower back']","['Stand with your feet shoulder-width apart, toes pointing forward.', 'Hold a dumbbell in each hand, palms facing your body, arms extended downwards.', 'Bend at your hips and knees, lowering the dumbbells towards the ground while keeping your back straight.', 'Push through your heels and extend your hips and knees, lifting the dumbbells back up to the starting position.', 'Repeat for the desired number of repetitions.']"
chest,dumbbell,https://v2.exercisedb.io/image/K6yym-SRTg28XS,0301,dumbbell decline bench press,pectorals,"['triceps', 'shoulders']","['Lie down on a decline bench with your feet secured and your head lower than your hips.', 'Hold a dumbbell in each hand and extend your arms straight up above your chest, palms facing forward.', 'Lower the dumbbells slowly to the sides of your chest, keeping your elbows at a 90-degree angle.', 'Push the dumbbells back up to the starting position, fully extending your arms.', 'Repeat for the desired number of repetitions.']"
chest,dumbbell,https://v2.exercisedb.io/image/2DqsDIKMM71kbD,0302,dumbbell decline fly,pectorals,['shoulders'],"['Lie on a decline bench with your feet secured and your head lower than your hips.', 'Hold a dumbbell in each hand with your palms facing each other and your arms extended above your chest.', 'Lower the dumbbells out to the sides in a wide arc until you feel a stretch in your chest.', 'Pause for a moment, then squeeze your chest muscles to bring the dumbbells back to the starting position.', 'Repeat for the desired number of repetitions.']"
chest,dumbbell,https://v2.exercisedb.io/image/MOBNdV0EmcmLLr,0303,dumbbell decline hammer press,pectorals,"['triceps', 'shoulders']","['Lie on a decline bench with your feet secured and your head lower than your hips.', 'Hold a dumbbell in each hand with your palms facing each other and your arms extended above your chest.', 'Lower the dumbbells to the sides of your chest, keeping your elbows slightly bent.', 'Press the dumbbells back up to the starting position, fully extending your arms.', 'Repeat for the desired number of repetitions.']"
back,dumbbell,https://v2.exercisedb.io/image/PsCX06mXVNIBHM,0304,dumbbell decline shrug v. 2,traps,"['shoulders', 'rhomboids']","['Set up a decline bench at a 45-degree angle.', 'Lie face down on the bench with your chest and stomach resting on it.', 'Hold a dumbbell in each hand with your palms facing each other and your arms fully extended.', 'Keeping your arms straight, raise your shoulders as high as possible while squeezing your shoulder blades together.', 'Hold the contraction for a brief pause, then lower the dumbbells back to the starting position.', 'Repeat for the desired number of repetitions.']"
back,dumbbell,https://v2.exercisedb.io/image/a87qwP5cs7z5Q4,0305,dumbbell decline shrug,traps,"['shoulders', 'rhomboids']","['Set up a decline bench at a 45-degree angle.', 'Lie face down on the bench with your chest and stomach resting against it.', 'Hold a dumbbell in each hand with your arms fully extended towards the floor.', 'Keeping your arms straight, raise your shoulders towards your ears as high as possible.', 'Hold the contraction for a moment, then slowly lower the dumbbells back to the starting position.', 'Repeat for the desired number of repetitions.']"
upper arms,dumbbell,https://v2.exercisedb.io/image/WF6KVNUKw3VSBB,0306,dumbbell decline triceps extension,triceps,['shoulders'],"['Lie on a decline bench with your head lower than your feet and hold a dumbbell in each hand, palms facing each other.', 'Extend your arms fully, keeping your elbows close to your head.', 'Lower the dumbbells slowly behind your head, bending your elbows.', 'Pause for a moment, then raise the dumbbells back to the starting position.', 'Repeat for the desired number of repetitions.']"
chest,dumbbell,https://v2.exercisedb.io/image/OmK2BvgdknmCHM,0307,dumbbell decline twist fly,pectorals,"['shoulders', 'triceps']","['Lie down on a decline bench with your head lower than your hips.', 'Hold a dumbbell in each hand with your palms facing each other and your arms extended straight up over your chest.', 'Lower the dumbbells out to the sides in a wide arc until you feel a stretch in your chest.', 'As you lower the dumbbells, twist your wrists so that your palms face forward at the bottom of the movement.', 'Reverse the motion and bring the dumbbells back up to the starting position, squeezing your chest muscles at the top.', 'Repeat for the desired number of repetitions.']"
chest,dumbbell,https://v2.exercisedb.io/image/c8X1wjcDrJK47m,0308,dumbbell fly,pectorals,['shoulders'],"['Lie flat on a bench with a dumbbell in each hand, palms facing each other.', 'Extend your arms straight up over your chest, with a slight bend in your elbows.', 'Keeping a slight bend in your elbows, lower your arms out to the sides in a wide arc until you feel a stretch in your chest.', 'Pause for a moment, then reverse the movement and bring the dumbbells back up to the starting position.', 'Repeat for the desired number of repetitions.']"
shoulders,dumbbell,https://v2.exercisedb.io/image/Rtig5WIYy2ylCy,0309,dumbbell front raise v. 2,delts,"['trapezius', 'biceps']","['Stand with your feet shoulder-width apart, holding a dumbbell in each hand with your palms facing your thighs.', 'Keep your back straight and engage your core.', 'Slowly lift the dumbbells in front of you, with your arms straight, until they are at shoulder level.', 'Pause for a moment at the top, then slowly lower the dumbbells back down to the starting position.', 'Repeat for the desired number of repetitions.']"
shoulders,dumbbell,https://v2.exercisedb.io/image/Q44xyiBdtYQu9o,0310,dumbbell front raise,delts,"['biceps', 'trapezius']","['Stand with your feet shoulder-width apart, holding a dumbbell in each hand with your palms facing your thighs.', 'Keeping your arms straight, exhale and lift the dumbbells in front of you until they are at shoulder level.', 'Pause for a moment at the top, then inhale and slowly lower the dumbbells back down to the starting position.', 'Repeat for the desired number of repetitions.']"
shoulders,dumbbell,https://v2.exercisedb.io/image/EpeUGNcFTse6ZQ,0311,dumbbell full can lateral raise,delts,"['traps', 'rotator cuff']","['Stand with your feet shoulder-width apart, holding a dumbbell in each hand with your palms facing your body.', 'Keep your back straight and engage your core.', 'Raise your arms out to the sides, keeping a slight bend in your elbows, until they are parallel to the ground.', 'Pause for a moment at the top, then slowly lower your arms back down to the starting position.', 'Repeat for the desired number of repetitions.']"
upper arms,dumbbell,https://v2.exercisedb.io/image/8n7grpFAqiZElz,0312,dumbbell hammer curl v. 2,biceps,['forearms'],"['Stand up straight with a dumbbell in each hand, palms facing your torso.', 'Keep your elbows close to your torso and rotate the palms of your hands until they are facing forward.', 'This will be your starting position.', 'Now, keeping the upper arms stationary, exhale and curl the weights while contracting your biceps.', 'Continue to raise the weights until your biceps are fully contracted and the dumbbells are at shoulder level.', 'Hold the contracted position for a brief pause as you squeeze your biceps.', 'Then, inhale and slowly begin to lower the dumbbells back to the starting position.', 'Repeat for the recommended amount of repetitions.']"
upper arms,dumbbell,https://v2.exercisedb.io/image/UXMnTuIBBfiHzj,0313,dumbbell hammer curl,biceps,['forearms'],"['Stand up straight with a dumbbell in each hand, palms facing your torso.', 'Keep your elbows close to your torso and rotate the palms of your hands until they are facing forward.', 'This will be your starting position.', 'Now, keeping the upper arms stationary, exhale and curl the weights while contracting your biceps.', 'Continue to raise the weights until your biceps are fully contracted and the dumbbells are at shoulder level.', 'Hold the contracted position for a brief pause as you squeeze your biceps.', 'Then, inhale and slowly begin to lower the dumbbells back to the starting position.', 'Repeat for the recommended amount of repetitions.']"
chest,dumbbell,https://v2.exercisedb.io/image/hDWy-qUdlQ6c3g,0314,dumbbell incline bench press,pectorals,"['shoulders', 'triceps']","['Set up an incline bench at a 45-degree angle.', 'Sit on the bench with your feet flat on the ground and your back pressed firmly against the bench.', 'Hold a dumbbell in each hand, palms facing forward, and lift them to shoulder height.', 'Slowly lower the dumbbells to the sides of your chest, keeping your elbows at a 90-degree angle.', 'Push the dumbbells back up to the starting position, fully extending your arms.', 'Repeat for the desired number of repetitions.']"
